node_id,graph_view,node_type,degree_total,weighted_degree
warehouse_measurement:measurement:synnetqos_m_00044835:fe685a989a3e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026452:97ec18803db6,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026453:a8faf44f2976,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026454:92e9158f8e14,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026455:9007abf2bce4,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026439:9d2136286d34,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026437:1a2214c8d67a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026457:5cfa6ec1b72c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026426:7413a1185a59,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026418:c0a6e2b19a05,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026419:df135cf2112d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044842:75eeb52c4e22,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026422:395fd2bc9e3c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026423:8e5c3854e8ff,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026424:50b21bfc88b9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026425:ecb4b08da09f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026427:dc1acabbae78,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026436:31fa6fadaeec,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026428:b1c8406435de,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026429:f16d2c14ad36,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044839:1d9a40c3069d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026432:8e4b51f72d88,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026433:615a772b2a5c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026434:7931322b95dd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026435:eca10993b360,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026456:1f670b90f1b9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026458:bbc0348b9ba6,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026336:125e51abd86d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026489:daad140bb4c0,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026482:160e9b531a12,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026483:d379fe6d63d8,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026484:fda415897fcd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026485:f91a1a4f1d18,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026486:91b987dab369,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026487:1a2356ab361e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026488:5b597fbecbb7,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044828:3f0fe0d42237,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026479:22009851837a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044827:48c11715b5c4,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026492:85aabd0a9afb,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026493:6022e6aaba24,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026494:9b0450f83059,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026495:2679a2e0cdef,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026496:af5514dfe003,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026497:f49882b606c6,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044829:7b131813cfce,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026478:18956a0b3c06,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026459:e07491a8c626,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026467:cbfe273af51a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044834:5b28181c969e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044833:3662d0e74d72,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026462:4cb8b2ea5505,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026463:09369bb111c6,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026464:fc613005b66a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026465:e268a2b230fb,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026466:f6ddebb855f3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026468:c78757a2c950,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026477:f0e4bcebe049,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026469:7ce8b7f7ecfd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044832:78d21f6332d5,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026472:739a17b475c2,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026473:561e488ca176,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026474:3f68cb5d0358,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026475:e684d60c4ac6,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026476:be52bd8c097e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026417:60ec3510be2b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026416:035467a090f7,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026415:a3240cd6b011,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026364:e62ade2dd32d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026357:a00e85ccc5e9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026358:e6924b2086d2,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026359:7d0e7630a9b2,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044854:e797fd68100f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044853:68ada4113007,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026362:e00f36242adf,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026363:d4f61f853c81,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026365:6fbd602327ff,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026355:134c314a7536,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026366:970e0f687b1d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026367:789eb2ea3217,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026368:fc1a14a0cc0f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026369:bb58ab392444,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044852:46775361020d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026372:da4e8050bbd3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026373:45f8eec7f6a0,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026356:b40194ff50fc,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026354:00538e7dae74,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026414:4c7f1d3e9fa1,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026344:16e7a8bc6b8c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026337:e21f31c5b77b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026338:828a0fe6e751,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026339:c684ac4b534b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044858:d928238d4864,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044857:e0f10e97b548,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026342:01e4b49c289e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026343:d95836780cab,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026345:ea0f86f71618,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026353:83fbc56e8dba,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026346:99f27590baea,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026347:f5c65c68b503,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026348:1ef31f99cbcd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026349:e24b6c641dec,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044856:e955d67e49e3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044855:5fdc0f627630,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026352:7c38badba392,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026374:affc3ec5816e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026375:ef3f63df55c8,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026376:b80fef5fdf77,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026405:d0f208b6e0a4,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026398:d08dbf91c1ff,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026399:d55d0166eeaf,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044846:e2343e9c5744,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044845:4bcd6d5341a1,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026402:0b43888143c9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026403:0122fc3656f1,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026404:668b34cd4e2c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026406:242f9acd1a2c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026377:2e65ec53613f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026407:cc5a7b060e14,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026408:ac8bcad0c5bc,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026409:70f4e8ebce6a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044844:70795dc67656,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044843:deff6c10d156,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026412:ec5764f226fd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026413:c5158de2d7fe,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026397:b026086f712c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026396:c22f0055d056,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026395:69eab7cbd24e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026394:cca5dd7b56e5,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026378:a7c99289a868,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026379:4852a886e6f3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044849:3225bf72567c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026382:b1e1b280b093,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026383:5ccf0036f255,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026384:901a140e0ef5,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026385:0a56c51fd6d0,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026386:371b85b48d6f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026387:ff61bf375ab8,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026388:6443ef6a6138,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026389:81a977c21e95,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044848:90345847b13c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044847:53a55de6c88d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026392:ec56628afb20,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026393:a3ce56f2364b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026168:73b1dfd353d9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026166:313a533e8146,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044693:db04e5ae627e,warehouse_measurement,measurement,14,14.0
